,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1169,Maruti Suzuki R,Wagon,"Rs. 5,60,500",1197 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,21.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,NA,NA,155/65R14,155/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Not on offer,2,5,Fabric,Automatic,NA,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,1,Rake,Rear sensors,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,Maruti Suzuki R,Wagon,"Rs. 5,94,800",1197 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,21.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,NA,NA,165/70R14,165/70R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Analog,2,5,Fabric,Automatic,NA,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,Maruti Suzuki R,Wagon,"Rs. 4,41,000",998 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,22.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,NA,NA,145/80R13,145/80R13,Electric Power,Only Front Windows,NA,NA,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,NA,NA,Yes,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,341 litres,NA,Yes,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,All Rows,NA,NA,Yes,Yes,NA,2,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,Maruti Suzuki R,Wagon,"Rs. 4,86,001",998 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,22.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,NA,NA,165/70R14,165/70R14,Electric Power,All Windows,NA,Remote,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,NA,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,Rake,Rear sensors,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,Maruti Suzuki R,Wagon,"Rs. 5,20,500",1197 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,21.5 km/litre,830 kg,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,NA,NA,165/70R14,165/70R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Analog,2,5,Fabric,Manual,2435 mm,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1340 kg,NA,Yes,Yes,Yes,2,Rake,Rear sensors,Yes,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,Maruti Suzuki R,Wagon,"Rs. 5,67,500",1197 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,21.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,NA,NA,155/65R14,155/65R14,Electric Power,All Windows,NA,Remote,83PS@6000rpm,113Nm@4200RPM,Digital,Analog,Not on offer,2,5,Fabric,Automatic,NA,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,Maruti Suzuki R,Wagon,"Rs. 5,33,000",998 cc,3,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,32 litres,Petrol,1675 mm,3655 mm,1620 mm,Hatchback,5,22.5 km/litre,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,NA,NA,165/70R14,165/70R14,Electric Power,All Windows,NA,Remote,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,2,5,Fabric,Automatic,NA,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,341 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,NA,Yes,Yes,Yes,2,Rake,Rear sensors,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,Maruti Suzuki R,Wagon,"Rs. 5,00,500",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32 litres,CNG,1675 mm,3655 mm,1620 mm,Hatchback,5,NA,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,NA,NA,145/80R13,145/80R13,Electric Power,Only Front Windows,NA,NA,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,NA,NA,Yes,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,341 litres,NA,Yes,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,All Rows,NA,NA,Yes,Yes,NA,1,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,Maruti Suzuki R,Wagon,"Rs. 5,07,500",998 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32 litres,CNG,1675 mm,3655 mm,1620 mm,Hatchback,5,NA,NA,5,NA,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,NA,NA,145/80R13,145/80R13,Electric Power,Only Front Windows,NA,NA,68PS@5500rpm,90Nm@3500rpm,Digital,Analog,Not on offer,2,5,Fabric,Manual,NA,NA,Yes,Not on offer,NA,2 years /40000 Kms (years/distance whichever comes first),NA,Internal,341 litres,NA,Yes,Yes,NA,Front,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,All Rows,NA,NA,Yes,Yes,NA,2,NA,Rear sensors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,Tata,Tiago Nrg,"Rs. 5,94,993",1199 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1587 mm,3793 mm,1665 mm,Crossover,5,23.84 km/litre,1017 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,NA,Remote,85PS@6000rpm,114NM@3500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",242 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Front and rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,Tata,Tiago Nrg,"Rs. 6,89,993",1047 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1587 mm,3793 mm,1665 mm,Crossover,5,27.28 km/litre,1085 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,NA,Remote,70PS@4000rpm,140Nm@1800-3000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",242 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,Tata,Tiago Nrg,"Rs. 6,39,993",1199 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1587 mm,3793 mm,1665 mm,Crossover,5,23.84 km/litre,1017 kg,5,180 mm,Ventilated Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,NA,Remote,85PS@6000rpm,114NM@3500rpm,Digital,Analog,Analog,2,5,Fabric,AMT,2400 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",242 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,Yes,2,Rake,Front and rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,Mahindra,Nuvosport,"Rs. 7,97,802",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,17.21 km/litre,NA,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Yes,NA,NA,NA,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2760 mm,NA,NA,Not on offer,NA,NA,NA,Internal,412 litres,NA,Yes,Yes,NA,Not on offer,NA,Yes,NA,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220 kg,NA,NA,NA,NA,NA,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,Mahindra,Nuvosport,"Rs. 9,05,642",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,17.21 km/litre,NA,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Electric Power,All Windows,NA,NA,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Internal,412 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Front Row,2220 kg,NA,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,Mahindra,Nuvosport,"Rs. 9,84,818",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,17.21 km/litre,NA,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Electric Power,All Windows,NA,Smart Key,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2760 mm,Yes,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Internal,412 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,2220 kg,NA,Yes,Yes,NA,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,Cup Holders,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
1184,Mahindra,Nuvosport,"Rs. 8,32,415",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,NA,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,17.21 km/litre,NA,5,NA,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Electric Power,NA,NA,NA,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2760 mm,NA,Yes,Not on offer,NA,NA,NA,Internal,412 litres,NA,Yes,Yes,Digital,Front,Front & Rear,Yes,NA,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,2220 kg,NA,Yes,NA,NA,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,Mahindra,Nuvosport,"Rs. 9,72,359",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,16.21 km/litre,NA,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Electric Power,All Windows,NA,Smart Key,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2760 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,NA,Internal,412 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Front Row,2220 kg,NA,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,Mahindra,Nuvosport,"Rs. 10,48,603",1493 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1870 mm,3985 mm,1850 mm,SUV,5,16.21 km/litre,NA,5,180 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",NA,NA,215/65R16,215/65R16,Electric Power,All Windows,NA,Smart Key,100PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2760 mm,Yes,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Internal,412 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,2220 kg,NA,Yes,Yes,NA,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,NA,NA,NA,Cup Holders,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
1187,Nissan,Kicks,"Rs. 9,55,000",1498 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1651 mm,4384 mm,1813 mm,SUV,5,14.23 km/litre,NA,6,210 mm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All Windows,NA,Remote,106PS@5600rpm,142Nm@4000rpm,Yes,Yes,Yes,Yes,5,NA,Manual,2673 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Internal, Manual",Yes,NA,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,Yes,NA,NA,Yes,Electric Adjustment,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,Nissan,Kicks,"Rs. 10,95,000",1498 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1651 mm,4384 mm,1813 mm,SUV,5,14.23 km/litre,NA,6,210 mm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All Windows,NA,Remote,106PS@5600rpm,142Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2673 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Internal, Manual",Yes,NA,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA
1189,Nissan,Kicks,"Rs. 11,09,000",1461 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1651 mm,4384 mm,1813 mm,SUV,5,20.45 km/litre,NA,6,210 mm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All Windows,NA,Remote,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2673 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,400 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,Internal,Yes,NA,Analog + Digital,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,Yes,Yes,NA,NA,Yes,Electric Adjustment,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
