,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
173,Ford,Freestyle,"Rs. 6,81,400",1194 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1570 mm,3954 mm,1737 mm,Crossover,5,19 km/litre,1032 kg,5,190 mm,Ventilated Disc,Drum,Independent McPherson,Semi-Independent; Twist beam with dual path strut,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",257 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,Ford,Freestyle,"Rs. 7,45,900",1498 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Diesel,1570 mm,3954 mm,1737 mm,Crossover,5,24.4 km/litre,1068 kg,5,190 mm,Ventilated Disc,Drum,Independent McPherson,Semi-Independent; Twist beam with dual path strut,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",257 litres,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Volkswagen,Ameo,"Rs. 7,11,500",1498 cc,NA,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,21.66 km/litre,1044 kg,NA,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,185/60 R15,185/60 R15,Electric Power,Only Front Windows,NA,NA,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,NA,5,Fabric,Manual,2470 mm,NA,Yes,Not on offer,Yes,NA,NA,Manual,330 litres,NA,Yes,Yes,Digital,Yes,Front,NA,Yes,Push to Open,Analog,Manual,Analog,NA,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1500 kg,Yes,NA,Yes,NA,2,"Rake, Reach",Rear sensors,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,Volkswagen,Ameo,"Rs. 8,10,500",1498 cc,NA,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,21.66 km/litre,1044 kg,NA,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,185/60 R15,185/60 R15,Electric Power,All Windows,NA,NA,110PS@4400rpm,250Nm@1500-2500rpm,Analog,Digital,Yes,Yes,5,Fabric,Manual,2470 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,330 litres,Yes,Yes,Yes,Digital,Front,Front,NA,Yes,Push to Open,Analog,Manual,Analog,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1500 kg,Yes,NA,Yes,NA,2,"Reach, Rake",Rear sensors,Yes,Yes,NA,NA,NA,Yes,NA,Manual Adjustment,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA
177,Volkswagen,Ameo,"Rs. 9,99,900",1498 cc,NA,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,21.73 km/litre,1184 kg,7,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,NA,NA,110PS@4400rpm,250Nm@1500-2500rpm,Analog,Digital,Analog,Yes,5,Fabric,Automatic,2470 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,330 litres,Yes,Yes,Yes,Digital,Front,Yes,NA,Yes,Push to Open,Yes,Manual,Analog,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1630 kg,Yes,Yes,Yes,NA,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,NA,Yes,NA,Manual Adjustment,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
178,Volkswagen,Ameo,"Rs. 9,25,500",1498 cc,NA,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,21.66 km/litre,1044 kg,NA,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,NA,NA,110PS@4400rpm,250Nm@1500-2500rpm,Analog,Digital,Yes,Yes,5,Fabric,Manual,2470 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,330 litres,Yes,Yes,Yes,Digital,Yes,Front,NA,Yes,Push to Open,Analog,Manual,Analog,NA,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1500 kg,Yes,NA,Yes,NA,2,"Rake, Reach",Rear sensors,Yes,Yes,NA,Touch Sensitive,NA,Yes,NA,Manual Adjustment,Yes,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
179,Volkswagen,Ameo,"Rs. 5,94,000",999 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,19 km/litre,1027 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,175/70 R14,175/70 R14,Electric Power,Only Front Windows,NA,Yes,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,NA,5,Fabric,Manual,2470 mm,NA,NA,Not on offer,NA,NA,NA,Manual,330 litres,NA,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,1500 kg,Yes,Yes,Yes,NA,2,"Rake, Reach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Volkswagen,Ameo,"Rs. 6,65,000",999 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,19 km/litre,1039 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,185/60 R15,185/60 R15,Electric Power,All Windows,NA,Yes,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,NA,5,Fabric,Manual,2470 mm,NA,NA,USB & Aux-in,Yes,NA,Yes,Manual,330 litres,NA,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Front Row,1500 kg,Yes,Yes,Yes,NA,2,"Rake, Reach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Volkswagen,Ameo,"Rs. 7,99,900",999 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1483 mm,3995 mm,1682 mm,Sedan,4,19 km/litre,1050 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,195/55 R16,195/55 R16,Electric Power,All Windows,NA,Yes,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,NA,5,Fabric,Manual,2470 mm,NA,NA,USB & Aux-in,Yes,NA,Yes,Manual,330 litres,NA,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1500 kg,Yes,Yes,Yes,NA,2,"Reach, Rake",Rear sensors with camera,NA,Yes,NA,Touch Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA
182,Volkswagen,Ameo,"Rs. 9,99,900",1498 cc,NA,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4,21.73 km/litre,1184 kg,7,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460 mm,1456 mm,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,NA,NA,110PS@4400rpm,250Nm@1500-2500rpm,Analog,Digital,Analog,Yes,5,Fabric,Automatic,2470 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Manual,330 litres,Yes,Yes,Yes,Digital,Front,Yes,NA,Yes,Push to Open,Yes,Manual,Analog,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1630 kg,Yes,Yes,Yes,NA,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,NA,Yes,NA,Manual Adjustment,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
183,Ford,Aspire,"Rs. 5,98,500",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,20.4 km/litre,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,Only Front Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2490 mm,NA,Yes,Not on offer,NA,"2 Years / 100,000 Kms (whichever comes first)",NA,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,NA,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Ford,Aspire,"Rs. 6,97,400",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,20.4 km/litre,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,NA,NA,Yes,Manual,NA,Yes,Yes,Yes,Digital,Yes,Front,Yes,NA,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,Ford,Aspire,"Rs. 6,63,400",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,20.4 km/litre,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",NA,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Ford,Aspire,"Rs. 6,99,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,Only Front Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2490 mm,NA,Yes,Not on offer,NA,"2 Years / 100,000 Kms (whichever comes first)",NA,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,NA,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,Ford,Aspire,"Rs. 7,37,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",NA,NA,NA,NA,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,NA,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,Ford,Aspire,"Rs. 7,77,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1705 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",NA,NA,NA,NA,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Ford,Aspire,"Rs. 8,17,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,NA,NA,Yes,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Ford,Aspire,"Rs. 8,62,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,100PS@3700RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Leather,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,6,Rake,NA,NA,Yes,NA,Touch Sensitive,Yes,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA
191,Ford,Aspire,"Rs. 7,82,400",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,19.4 km/litre,NA,5,NA,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,Yes,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,6,Rake,Rear sensors,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA
192,Ford,Aspire,"Rs. 7,37,400",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,19.4 km/litre,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,NA,Touch Sensitive,Yes,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Ford,Aspire,"Rs. 7,58,314",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,CNG,1525 mm,3995 mm,1704 mm,Sedan,4,NA,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,175/65R14,175/65R14,Electric Power,All Windows,NA,Remote,96PS@6300rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,NA,Yes,CD Player with USB & Aux-in,NA,NA,Yes,Manual,NA,Yes,Yes,Yes,Digital,Yes,Front,Yes,NA,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
